rootbeerid,brandid,containertype,locationid,purchasedate
101585,10006,Bottle,1,2015-08-20
101477,10006,Bottle,2,2015-08-21
101514,10006,Bottle,2,2015-08-23
101501,10006,Bottle,1,2015-08-25
101648,10006,Bottle,1,2015-08-26
101672,10006,Bottle,1,2015-08-28
101487,10006,Bottle,1,2015-08-30
101668,10006,Bottle,2,2015-08-30
101442,10006,Bottle,1,2015-08-31
101583,10006,Bottle,1,2015-09-02
101532,10006,Bottle,1,2015-09-02
101446,10006,Bottle,2,2015-09-02
101420,10006,Bottle,2,2015-09-03
101573,10006,Bottle,1,2015-09-04
101538,10006,Bottle,1,2015-09-05
101579,10006,Bottle,1,2015-09-09
101473,10006,Bottle,2,2015-09-10
101534,10006,Bottle,1,2015-09-12
101464,10006,Bottle,2,2015-09-14
101462,10006,Bottle,1,2015-09-15
101546,10006,Bottle,2,2015-09-16
101391,10006,Bottle,2,2015-09-18
101623,10006,Bottle,1,2015-09-19
101656,10006,Bottle,1,2015-09-22
101450,10006,Bottle,1,2015-09-23
101615,10006,Bottle,2,2015-09-24
101479,10006,Bottle,1,2015-09-26
101552,10006,Bottle,1,2015-09-27
101506,10006,Bottle,2,2015-10-03
101441,10006,Bottle,2,2015-10-10
101643,10006,Bottle,2,2015-10-16
101443,10006,Bottle,1,2015-10-17
101559,10006,Bottle,2,2015-10-19
101542,10006,Bottle,1,2015-10-20
101651,10006,Bottle,2,2015-10-20
101661,10006,Bottle,2,2015-10-21
101693,10006,Bottle,1,2015-10-23
101629,10006,Bottle,2,2015-11-03
101671,10006,Bottle,1,2015-11-05
101455,10006,Bottle,1,2015-11-16
101612,10006,Bottle,1,2015-11-16
101604,10006,Bottle,1,2015-11-20
101676,10006,Bottle,1,2015-11-21
101408,10006,Bottle,1,2015-11-25
101563,10006,Bottle,1,2015-11-26
101459,10006,Bottle,1,2015-12-01
101572,10006,Bottle,1,2015-12-02
101419,10006,Bottle,1,2015-12-02
101482,10006,Bottle,1,2015-12-02
101394,10006,Bottle,1,2015-12-03
101696,10006,Bottle,2,2015-12-06
101466,10006,Bottle,2,2015-12-08
101624,10006,Bottle,1,2015-12-15
101457,10006,Bottle,1,2015-12-22
101485,10006,Bottle,1,2015-12-28
101586,10006,Bottle,2,2016-01-06
101659,10006,Bottle,1,2016-01-07
101599,10006,Bottle,1,2016-01-10
101677,10006,Bottle,2,2016-01-15
101644,10006,Bottle,1,2016-01-18
101628,10006,Bottle,2,2016-01-26
101657,10006,Bottle,2,2016-01-27
101413,10006,Bottle,2,2016-02-04
101478,10006,Bottle,1,2016-02-04
101686,10006,Bottle,2,2016-02-08
101411,10006,Bottle,2,2016-02-10
101610,10006,Bottle,1,2016-02-12
101530,10006,Bottle,2,2016-02-12
101619,10006,Bottle,1,2016-02-17
101561,10006,Bottle,1,2016-02-18
101669,10006,Bottle,1,2016-02-19
101513,10006,Bottle,2,2016-02-20
101570,10006,Bottle,1,2016-02-25
101580,10006,Bottle,2,2016-02-26
101577,10006,Bottle,2,2016-02-28
101642,10006,Bottle,1,2016-02-29
101683,10006,Bottle,1,2016-03-04
101517,10006,Bottle,1,2016-03-08
101476,10006,Bottle,2,2016-03-09
101591,10006,Bottle,2,2016-03-09
101397,10006,Bottle,1,2016-03-10
101632,10006,Bottle,2,2016-03-14
101535,10006,Bottle,2,2016-03-16
101516,10006,Bottle,2,2016-03-17
101673,10006,Bottle,2,2016-03-17
101695,10006,Bottle,2,2016-03-20
101675,10006,Bottle,1,2016-03-25
101687,10006,Bottle,1,2016-04-05
101423,10006,Bottle,2,2016-04-06
101495,10006,Bottle,2,2016-04-07
101445,10006,Bottle,2,2016-04-09
101497,10006,Bottle,2,2016-04-11
101421,10006,Bottle,1,2016-04-21
101430,10006,Bottle,1,2016-05-03
101412,10006,Bottle,2,2016-05-04
101621,10006,Bottle,1,2016-05-09
101545,10006,Bottle,1,2016-05-11
101588,10006,Bottle,1,2016-05-13
101582,10006,Bottle,1,2016-05-13
101658,10006,Bottle,1,2016-05-14
101666,10006,Bottle,1,2016-05-19
101613,10006,Bottle,1,2016-05-22
101433,10006,Bottle,1,2016-05-31
101414,10006,Bottle,2,2016-06-04
101625,10006,Bottle,2,2016-06-05
101554,10006,Bottle,1,2016-06-05
101402,10006,Bottle,1,2016-06-12
101631,10006,Bottle,2,2016-06-15
101598,10006,Bottle,1,2016-06-19
101454,10006,Bottle,2,2016-06-20
101664,10006,Bottle,1,2016-06-20
101626,10006,Bottle,1,2016-06-22
101436,10006,Bottle,1,2016-06-22
101439,10006,Bottle,2,2016-06-22
101531,10006,Bottle,2,2016-06-23
101415,10006,Bottle,1,2016-06-28
101690,10006,Bottle,2,2016-06-29
101536,10006,Bottle,1,2016-06-29
101592,10006,Bottle,2,2016-07-19
101483,10006,Bottle,1,2016-07-19
101636,10006,Bottle,1,2016-07-21
101608,10006,Bottle,2,2016-08-02
101398,10006,Bottle,2,2016-08-07
101452,10006,Bottle,2,2016-08-07
101678,10006,Bottle,2,2016-08-09
101488,10006,Bottle,2,2016-08-11
101616,10006,Bottle,1,2016-08-13
101594,10006,Bottle,1,2016-08-20
101460,10006,Bottle,1,2016-08-23
106401,10006,Bottle,2,2016-09-04
101647,10006,Bottle,1,2016-09-05
106410,10006,Bottle,1,2016-09-16
102008,10007,Bottle,2,2014-06-24
101779,10007,Can,2,2014-08-31
101950,10007,Can,2,2014-09-05
101707,10007,Can,2,2014-09-05
101985,10007,Can,2,2014-09-08
101911,10007,Can,1,2014-09-10
101778,10007,Can,2,2014-09-12
101877,10007,Can,2,2014-09-24
101996,10007,Can,1,2014-10-21
101749,10007,Can,2,2014-10-25
101807,10007,Can,2,2014-11-02
101894,10007,Can,1,2014-11-14
101793,10007,Can,1,2014-11-16
101836,10007,Can,2,2014-11-29
101957,10007,Can,1,2014-12-05
102025,10007,Can,1,2014-12-06
101770,10007,Can,2,2014-12-06
101837,10007,Can,1,2014-12-13
101723,10007,Can,2,2014-12-15
102002,10007,Can,1,2014-12-22
101831,10007,Can,1,2014-12-25
101933,10007,Bottle,2,2014-12-26
101767,10007,Can,2,2014-12-27
101917,10007,Can,2,2014-12-30
101970,10007,Can,1,2014-12-31
101742,10007,Can,2,2015-01-01
101739,10007,Can,1,2015-01-11
101820,10007,Can,2,2015-01-16
101806,10007,Can,1,2015-01-20
101865,10007,Can,2,2015-01-21
101949,10007,Can,1,2015-01-23
101748,10007,Can,2,2015-01-23
101862,10007,Can,2,2015-01-29
101870,10007,Can,2,2015-01-30
101728,10007,Can,2,2015-01-31
101941,10007,Can,1,2015-01-31
101981,10007,Can,1,2015-02-03
101886,10007,Can,2,2015-02-08
101904,10007,Bottle,2,2015-02-08
101835,10007,Can,1,2015-02-12
102010,10007,Can,1,2015-02-13
101924,10007,Can,2,2015-02-14
101871,10007,Can,2,2015-02-16
101811,10007,Can,2,2015-02-18
101861,10007,Can,2,2015-02-18
101908,10007,Can,1,2015-02-21
101790,10007,Can,2,2015-02-22
101771,10007,Can,2,2015-02-28
101810,10007,Can,2,2015-03-02
101977,10007,Can,1,2015-03-07
101842,10007,Can,2,2015-03-08
101808,10007,Can,1,2015-03-08
101804,10007,Bottle,2,2015-03-10
101925,10007,Can,2,2015-03-10
101934,10007,Can,2,2015-03-12
101846,10007,Can,1,2015-03-14
101893,10007,Bottle,2,2015-03-18
101958,10007,Bottle,2,2015-03-21
101935,10007,Can,1,2015-03-21
101914,10007,Can,1,2015-03-23
102028,10007,Can,2,2015-03-23
101857,10007,Can,2,2015-03-24
101815,10007,Can,1,2015-03-26
102022,10007,Can,2,2015-03-27
101699,10007,Can,1,2015-04-09
101881,10007,Can,2,2015-04-09
101702,10007,Can,2,2015-04-15
101717,10007,Can,1,2015-04-17
101787,10007,Bottle,2,2015-04-19
102027,10007,Can,1,2015-04-26
101997,10007,Bottle,1,2015-04-26
101892,10007,Can,1,2015-04-27
101853,10007,Can,1,2015-04-27
101838,10007,Can,1,2015-04-28
101975,10007,Can,1,2015-04-28
101847,10007,Can,1,2015-04-29
101774,10007,Can,1,2015-05-02
101814,10007,Can,2,2015-05-02
101752,10007,Can,1,2015-05-02
101910,10007,Bottle,1,2015-05-03
101819,10007,Can,2,2015-05-04
101781,10007,Can,1,2015-05-04
101725,10007,Can,2,2015-05-05
101718,10007,Can,2,2015-05-05
101895,10007,Can,2,2015-05-06
101974,10007,Can,1,2015-05-08
101813,10007,Can,1,2015-05-08
101812,10007,Can,2,2015-05-08
101987,10007,Can,2,2015-05-09
101716,10007,Can,2,2015-05-10
101855,10007,Can,1,2015-05-11
101803,10007,Can,1,2015-05-11
101856,10007,Can,2,2015-05-12
102017,10007,Can,2,2015-05-13
101942,10007,Can,2,2015-05-14
101945,10007,Can,2,2015-05-16
101998,10007,Can,1,2015-05-16
101912,10007,Bottle,1,2015-05-19
101859,10007,Can,1,2015-05-20
101777,10007,Can,1,2015-05-21
101754,10007,Can,1,2015-05-22
101928,10007,Can,2,2015-05-24
101972,10007,Can,2,2015-05-24
102015,10007,Can,1,2015-05-25
101710,10007,Can,1,2015-05-26
101828,10007,Can,1,2015-05-30
102026,10007,Can,1,2015-05-30
101724,10007,Can,2,2015-05-31
101868,10007,Can,1,2015-06-01
101878,10007,Can,2,2015-06-02
101784,10007,Can,1,2015-06-02
101760,10007,Can,1,2015-06-04
101818,10007,Bottle,1,2015-06-06
101885,10007,Can,1,2015-06-12
101978,10007,Can,2,2015-06-14
101713,10007,Bottle,1,2015-06-15
101845,10007,Can,2,2015-06-15
101730,10007,Can,1,2015-06-16
101786,10007,Can,2,2015-06-17
101948,10007,Can,1,2015-06-17
101849,10007,Can,2,2015-06-18
101852,10007,Can,2,2015-06-20
101830,10007,Can,1,2015-06-21
101829,10007,Can,2,2015-06-21
101982,10007,Can,1,2015-06-21
101773,10007,Bottle,1,2015-06-23
101832,10007,Can,1,2015-06-26
101961,10007,Can,1,2015-06-27
101936,10007,Bottle,1,2015-06-28
101751,10007,Can,1,2015-06-28
101930,10007,Can,2,2015-06-28
101700,10007,Can,2,2015-07-02
101969,10007,Bottle,1,2015-07-03
101798,10007,Can,2,2015-07-03
101922,10007,Can,1,2015-07-04
101896,10007,Bottle,1,2015-07-09
101929,10007,Bottle,1,2015-07-10
101858,10007,Can,1,2015-07-10
101867,10007,Can,2,2015-07-10
101909,10007,Can,1,2015-07-11
101994,10007,Can,2,2015-07-11
101906,10007,Can,2,2015-07-13
101913,10007,Bottle,1,2015-07-17
101939,10007,Can,2,2015-07-18
101795,10007,Can,2,2015-07-20
101897,10007,Can,1,2015-07-21
101799,10007,Can,1,2015-07-21
101801,10007,Can,1,2015-07-21
102007,10007,Can,2,2015-07-21
102012,10007,Can,1,2015-07-22
101927,10007,Can,1,2015-07-23
101932,10007,Can,2,2015-07-23
101743,10007,Can,2,2015-07-23
101775,10007,Can,1,2015-07-24
101735,10007,Can,2,2015-07-25
101907,10007,Can,2,2015-07-25
101943,10007,Can,2,2015-07-25
101834,10007,Bottle,1,2015-07-26
101744,10007,Can,1,2015-07-26
101960,10007,Can,1,2015-07-26
101984,10007,Can,2,2015-07-27
101844,10007,Can,2,2015-07-27
101931,10007,Bottle,2,2015-07-28
101826,10007,Can,1,2015-07-29
101869,10007,Can,2,2015-08-01
101899,10007,Can,1,2015-08-04
101734,10007,Can,2,2015-08-04
101946,10007,Can,2,2015-08-05
101824,10007,Can,1,2015-08-06
101791,10007,Can,1,2015-08-07
101755,10007,Can,2,2015-08-07
101796,10007,Can,2,2015-08-07
101983,10007,Can,2,2015-08-08
101719,10007,Bottle,1,2015-08-09
101962,10007,Can,2,2015-08-09
101967,10007,Can,2,2015-08-09
101876,10007,Can,2,2015-08-09
101715,10007,Can,1,2015-08-09
101757,10007,Bottle,2,2015-08-12
101956,10007,Bottle,2,2015-08-13
101887,10007,Can,2,2015-08-14
102011,10007,Can,1,2015-08-14
101780,10007,Can,2,2015-08-14
101919,10007,Can,1,2015-08-15
101999,10007,Can,2,2015-08-15
101726,10007,Can,1,2015-08-15
101954,10007,Can,2,2015-08-15
101995,10007,Can,2,2015-08-17
101827,10007,Can,1,2015-08-19
101891,10007,Can,2,2015-08-20
102023,10007,Can,2,2015-08-20
101991,10007,Can,2,2015-08-20
101759,10007,Can,1,2015-08-21
101901,10007,Can,1,2015-08-21
101872,10007,Can,1,2015-08-22
101882,10007,Can,1,2015-08-27
101973,10007,Can,1,2015-08-31
101740,10007,Bottle,2,2015-08-31
101918,10007,Can,1,2015-09-01
101704,10007,Can,1,2015-09-02
101898,10007,Can,1,2015-09-03
101951,10007,Can,2,2015-09-04
101788,10007,Bottle,1,2015-09-04
101825,10007,Can,1,2015-09-05
101823,10007,Can,2,2015-09-06
101833,10007,Can,2,2015-09-06
101854,10007,Can,2,2015-09-08
101905,10007,Can,2,2015-09-08
101988,10007,Can,2,2015-09-09
102009,10007,Bottle,1,2015-09-09
101839,10007,Can,2,2015-09-10
101721,10007,Can,2,2015-09-11
101776,10007,Can,2,2015-09-11
101822,10007,Can,1,2015-09-13
101989,10007,Can,1,2015-09-14
101722,10007,Can,1,2015-09-18
101797,10007,Can,1,2015-09-22
101888,10007,Can,2,2015-09-23
101708,10007,Can,2,2015-09-25
101903,10007,Can,1,2015-09-26
101940,10007,Can,2,2015-09-28
101890,10007,Can,1,2015-09-29
101944,10007,Can,2,2015-10-01
101741,10007,Can,1,2015-10-08
101990,10007,Can,1,2015-10-12
101980,10007,Can,1,2015-10-15
102013,10007,Can,2,2015-10-18
101968,10007,Can,2,2015-10-20
101821,10007,Can,2,2015-10-21
101884,10007,Bottle,2,2015-10-22
101920,10007,Can,1,2015-10-23
101875,10007,Can,2,2015-10-30
101926,10007,Can,1,2015-10-30
101900,10007,Can,1,2015-11-05
101921,10007,Can,1,2015-11-06
101916,10007,Can,1,2015-11-07
102030,10007,Can,2,2015-11-13
101817,10007,Bottle,1,2015-11-14
101809,10007,Can,1,2015-11-16
101966,10007,Can,1,2015-11-21
101738,10007,Can,2,2015-11-25
101785,10007,Can,1,2015-12-02
101843,10007,Can,1,2015-12-03
102016,10007,Can,1,2015-12-03
101851,10007,Can,1,2015-12-06
101705,10007,Can,1,2015-12-09
101772,10007,Can,2,2015-12-13
102006,10007,Can,2,2015-12-18
101733,10007,Can,2,2015-12-26
101764,10007,Can,2,2015-12-27
101737,10007,Can,2,2015-12-30
101880,10007,Can,2,2016-01-02
101860,10007,Can,1,2016-01-06
101802,10007,Can,2,2016-01-07
101848,10007,Can,1,2016-01-15
102021,10007,Can,2,2016-01-19
101706,10007,Can,1,2016-01-22
101952,10007,Can,1,2016-01-24
101782,10007,Can,1,2016-01-24
101758,10007,Can,1,2016-01-28
101769,10007,Can,2,2016-01-29
101947,10007,Can,2,2016-01-30
101792,10007,Can,2,2016-01-30
101783,10007,Can,2,2016-02-20
101703,10007,Can,1,2016-02-23
101789,10007,Can,1,2016-02-23
101750,10007,Can,1,2016-02-24
101701,10007,Can,2,2016-02-28
101864,10007,Can,1,2016-02-28
101938,10007,Can,1,2016-02-29
101761,10007,Can,2,2016-03-04
101883,10007,Can,2,2016-03-11
101964,10007,Can,2,2016-03-11
101986,10007,Can,2,2016-03-18
101965,10007,Can,2,2016-03-25
101992,10007,Can,2,2016-03-25
101762,10007,Can,2,2016-03-27
101766,10007,Can,1,2016-03-27
101816,10007,Can,2,2016-03-27
101902,10007,Bottle,1,2016-03-30
101729,10007,Can,1,2016-03-30
101714,10007,Can,1,2016-04-02
101879,10007,Bottle,1,2016-04-04
101959,10007,Can,2,2016-04-07
101709,10007,Can,1,2016-04-08
101698,10007,Can,1,2016-04-09
101840,10007,Can,2,2016-04-10
101746,10007,Can,1,2016-04-13
101712,10007,Can,2,2016-04-15
101731,10007,Can,1,2016-04-15
102005,10007,Bottle,1,2016-04-16
102024,10007,Can,1,2016-04-22
101763,10007,Can,1,2016-04-22
101993,10007,Can,2,2016-04-24
102000,10007,Can,1,2016-04-25
101727,10007,Can,2,2016-04-26
101971,10007,Can,1,2016-05-05
101794,10007,Can,1,2016-05-07
101874,10007,Can,1,2016-05-09
102019,10007,Can,2,2016-05-09
102020,10007,Can,1,2016-05-11
101765,10007,Can,1,2016-05-16
102001,10007,Can,2,2016-05-22
101923,10007,Can,1,2016-05-23
101756,10007,Can,2,2016-05-26
102004,10007,Can,1,2016-05-27
101745,10007,Can,2,2016-05-31
102018,10007,Can,1,2016-06-05
101937,10007,Can,1,2016-06-05
101889,10007,Can,2,2016-06-07
102014,10007,Can,2,2016-06-09
101953,10007,Can,2,2016-06-12
101866,10007,Can,2,2016-06-16
102029,10007,Can,1,2016-06-16
102003,10007,Can,2,2016-06-17
101976,10007,Can,1,2016-06-21
101711,10007,Can,1,2016-06-23
101800,10007,Can,1,2016-06-24
101753,10007,Can,2,2016-06-25
101720,10007,Can,1,2016-07-02
101863,10007,Can,2,2016-07-06
101963,10007,Can,2,2016-07-06
101747,10007,Can,1,2016-07-08
101768,10007,Can,2,2016-07-13
101955,10007,Can,2,2016-07-15
101732,10007,Can,1,2016-07-24
101979,10007,Can,2,2016-07-27
101850,10007,Can,2,2016-07-31
101873,10007,Can,2,2016-08-05
101841,10007,Can,2,2016-08-05
106345,10007,Can,1,2016-08-06
101915,10007,Can,2,2016-08-08
101736,10007,Can,1,2016-08-12
101805,10007,Can,1,2016-08-18
106374,10007,Can,2,2016-08-19
106381,10007,Can,1,2016-09-03
106323,10007,Can,2,2016-09-14
106318,10007,Can,2,2016-09-15
106383,10007,Can,2,2016-09-22
102272,10008,Bottle,1,2014-06-08
102387,10008,Bottle,2,2014-07-13
102135,10008,Bottle,2,2014-07-21
102208,10008,Bottle,2,2014-07-27
102172,10008,Bottle,1,2014-08-09
102326,10008,Bottle,2,2014-08-23
102436,10008,Bottle,1,2014-08-27
102249,10008,Bottle,1,2014-08-29
102234,10008,Bottle,1,2014-09-05
102294,10008,Bottle,1,2014-09-07
102086,10008,Bottle,2,2014-09-10
102408,10008,Bottle,2,2014-09-14
102421,10008,Bottle,1,2014-09-17
102071,10008,Bottle,2,2014-09-23
102085,10008,Bottle,1,2014-09-27
102433,10008,Bottle,2,2014-09-27
102448,10008,Bottle,2,2014-09-30
102439,10008,Bottle,1,2014-10-11
102243,10008,Bottle,1,2014-10-13
102056,10008,Bottle,1,2014-10-14
102292,10008,Bottle,1,2014-10-16
102359,10008,Bottle,2,2014-10-24
102217,10008,Bottle,2,2014-10-30
102037,10008,Bottle,1,2014-10-31
102192,10008,Bottle,2,2014-10-31
102403,10008,Bottle,2,2014-11-01
102442,10008,Bottle,1,2014-11-03
102313,10008,Bottle,1,2014-11-08
102079,10008,Bottle,2,2014-11-09
102310,10008,Bottle,2,2014-11-11
102073,10008,Bottle,1,2014-11-11
102174,10008,Bottle,2,2014-11-21
102042,10008,Bottle,2,2014-11-23
102384,10008,Bottle,2,2014-11-27
102215,10008,Bottle,1,2014-12-01
102076,10008,Bottle,2,2014-12-02
102064,10008,Bottle,2,2014-12-10
102414,10008,Bottle,2,2014-12-14
102285,10008,Bottle,1,2014-12-15
102286,10008,Bottle,1,2014-12-15
102306,10008,Bottle,2,2014-12-16
102164,10008,Bottle,1,2014-12-16
102438,10008,Bottle,1,2014-12-17
102114,10008,Bottle,2,2014-12-21
102424,10008,Bottle,1,2014-12-25
102290,10008,Bottle,2,2014-12-27
102235,10008,Bottle,1,2014-12-31
102095,10008,Bottle,2,2015-01-01
102419,10008,Bottle,1,2015-01-01
102081,10008,Bottle,1,2015-01-02
102254,10008,Bottle,2,2015-01-03
102090,10008,Bottle,1,2015-01-04
102444,10008,Bottle,2,2015-01-12
102199,10008,Bottle,1,2015-01-13
102236,10008,Bottle,2,2015-01-15
102089,10008,Bottle,2,2015-01-20
102205,10008,Bottle,2,2015-01-26
102248,10008,Bottle,2,2015-01-26
102159,10008,Bottle,2,2015-01-29
102346,10008,Bottle,2,2015-01-30
102161,10008,Bottle,2,2015-02-01
102402,10008,Bottle,1,2015-02-02
102219,10008,Bottle,2,2015-02-06
102120,10008,Bottle,1,2015-02-06
102360,10008,Bottle,2,2015-02-09
102218,10008,Bottle,2,2015-02-09
102061,10008,Bottle,1,2015-02-15
102125,10008,Bottle,2,2015-02-18
102397,10008,Bottle,1,2015-02-23
102365,10008,Bottle,2,2015-02-26
102367,10008,Bottle,2,2015-02-26
102329,10008,Bottle,1,2015-02-27
102228,10008,Bottle,1,2015-02-27
102147,10008,Bottle,2,2015-03-01
102345,10008,Bottle,1,2015-03-03
102122,10008,Bottle,1,2015-03-05
102225,10008,Bottle,1,2015-03-05
102111,10008,Bottle,2,2015-03-07
102072,10008,Bottle,1,2015-03-09
102188,10008,Bottle,1,2015-03-10
102124,10008,Bottle,1,2015-03-11
102043,10008,Bottle,2,2015-03-13
102268,10008,Bottle,1,2015-03-17
102047,10008,Bottle,1,2015-03-18
102339,10008,Bottle,1,2015-03-18
102388,10008,Bottle,1,2015-03-23
102069,10008,Bottle,1,2015-03-25
102035,10008,Bottle,2,2015-03-25
102247,10008,Bottle,1,2015-03-25
102363,10008,Bottle,1,2015-03-25
102054,10008,Bottle,1,2015-03-26
102087,10008,Bottle,1,2015-03-26
102121,10008,Bottle,2,2015-03-26
102080,10008,Bottle,1,2015-03-31
102179,10008,Bottle,1,2015-04-01
102422,10008,Bottle,2,2015-04-05
102443,10008,Bottle,1,2015-04-06
102116,10008,Bottle,2,2015-04-06
102180,10008,Bottle,2,2015-04-07
102165,10008,Bottle,2,2015-04-07
102330,10008,Bottle,1,2015-04-09
102190,10008,Bottle,1,2015-04-10
102373,10008,Bottle,2,2015-04-14
102038,10008,Bottle,2,2015-04-14
102398,10008,Bottle,2,2015-04-15
102241,10008,Bottle,2,2015-04-18
102264,10008,Bottle,2,2015-04-18
102316,10008,Bottle,2,2015-04-19
102065,10008,Bottle,2,2015-04-22
102058,10008,Bottle,1,2015-04-22
102338,10008,Bottle,1,2015-04-22
102136,10008,Bottle,1,2015-04-23
102226,10008,Bottle,2,2015-04-23
102405,10008,Bottle,1,2015-04-23
102250,10008,Bottle,1,2015-04-24
102351,10008,Bottle,2,2015-04-26
102094,10008,Bottle,2,2015-04-27
102406,10008,Bottle,2,2015-04-27
102062,10008,Bottle,1,2015-04-28
102187,10008,Bottle,2,2015-04-29
102031,10008,Bottle,2,2015-04-29
102393,10008,Bottle,2,2015-04-30
102242,10008,Bottle,1,2015-05-01
102098,10008,Bottle,1,2015-05-04
102045,10008,Bottle,1,2015-05-04
102266,10008,Bottle,1,2015-05-04
102101,10008,Bottle,2,2015-05-04
102394,10008,Bottle,2,2015-05-05
102238,10008,Bottle,1,2015-05-08
102333,10008,Bottle,1,2015-05-10
102269,10008,Bottle,1,2015-05-10
102107,10008,Bottle,1,2015-05-13
102319,10008,Bottle,2,2015-05-14
102331,10008,Bottle,1,2015-05-14
102261,10008,Bottle,1,2015-05-16
102425,10008,Bottle,1,2015-05-16
102340,10008,Bottle,2,2015-05-17
102229,10008,Bottle,2,2015-05-18
102381,10008,Bottle,2,2015-05-22
102262,10008,Bottle,2,2015-05-24
102160,10008,Bottle,1,2015-05-26
102096,10008,Bottle,1,2015-05-28
102191,10008,Bottle,2,2015-05-29
102097,10008,Bottle,1,2015-05-29
102278,10008,Bottle,1,2015-05-30
102088,10008,Bottle,1,2015-05-30
102148,10008,Bottle,1,2015-05-31
102198,10008,Bottle,2,2015-05-31
102362,10008,Bottle,2,2015-06-02
102311,10008,Bottle,1,2015-06-03
102358,10008,Bottle,2,2015-06-03
102077,10008,Bottle,2,2015-06-04
102167,10008,Bottle,2,2015-06-04
102105,10008,Bottle,1,2015-06-04
102075,10008,Bottle,1,2015-06-05
102158,10008,Bottle,1,2015-06-05
102431,10008,Bottle,1,2015-06-07
102271,10008,Bottle,2,2015-06-07
102227,10008,Bottle,2,2015-06-08
102052,10008,Bottle,2,2015-06-08
102322,10008,Bottle,1,2015-06-09
102123,10008,Bottle,2,2015-06-09
102200,10008,Bottle,2,2015-06-10
102245,10008,Bottle,1,2015-06-10
102246,10008,Bottle,2,2015-06-11
102067,10008,Bottle,1,2015-06-12
102237,10008,Bottle,2,2015-06-14
102232,10008,Bottle,2,2015-06-14
102171,10008,Bottle,2,2015-06-15
102142,10008,Bottle,1,2015-06-16
102223,10008,Bottle,2,2015-06-18
102428,10008,Bottle,2,2015-06-20
102312,10008,Bottle,1,2015-06-21
102287,10008,Bottle,2,2015-06-21
102288,10008,Bottle,2,2015-06-22
102126,10008,Bottle,1,2015-06-22
102296,10008,Bottle,2,2015-06-22
102041,10008,Bottle,1,2015-06-22
102055,10008,Bottle,1,2015-06-24
102048,10008,Bottle,1,2015-06-25
102193,10008,Bottle,1,2015-06-27
102033,10008,Bottle,1,2015-06-28
102275,10008,Bottle,2,2015-07-02
102150,10008,Bottle,1,2015-07-02
102447,10008,Bottle,1,2015-07-02
102253,10008,Bottle,1,2015-07-04
102315,10008,Bottle,2,2015-07-04
102267,10008,Bottle,1,2015-07-05
102117,10008,Bottle,2,2015-07-06
102391,10008,Bottle,2,2015-07-06
102102,10008,Bottle,2,2015-07-08
102379,10008,Bottle,1,2015-07-08
102348,10008,Bottle,1,2015-07-09
102183,10008,Bottle,1,2015-07-09
102092,10008,Bottle,1,2015-07-10
102347,10008,Bottle,2,2015-07-11
102185,10008,Bottle,1,2015-07-12
102357,10008,Bottle,1,2015-07-13
102426,10008,Bottle,2,2015-07-13
102210,10008,Bottle,2,2015-07-14
102134,10008,Bottle,2,2015-07-14
102376,10008,Bottle,1,2015-07-15
102110,10008,Bottle,2,2015-07-15
102059,10008,Bottle,2,2015-07-16
102068,10008,Bottle,2,2015-07-16
102389,10008,Bottle,2,2015-07-16
102206,10008,Bottle,1,2015-07-17
102066,10008,Bottle,2,2015-07-17
102093,10008,Bottle,2,2015-07-18
102130,10008,Bottle,2,2015-07-20
102053,10008,Bottle,2,2015-07-20
102295,10008,Bottle,1,2015-07-20
102109,10008,Bottle,2,2015-07-21
102432,10008,Bottle,1,2015-07-22
102323,10008,Bottle,1,2015-07-23
102337,10008,Bottle,2,2015-07-24
102230,10008,Bottle,1,2015-07-24
102070,10008,Bottle,2,2015-07-26
102128,10008,Bottle,2,2015-07-27
102154,10008,Bottle,1,2015-07-28
102309,10008,Bottle,1,2015-07-28
102175,10008,Bottle,2,2015-07-28
102382,10008,Bottle,1,2015-07-29
102239,10008,Bottle,1,2015-07-29
102057,10008,Bottle,2,2015-07-29
102378,10008,Bottle,1,2015-07-30
102334,10008,Bottle,1,2015-07-30
102270,10008,Bottle,2,2015-07-30
102380,10008,Bottle,2,2015-07-31
102317,10008,Bottle,1,2015-08-01
102281,10008,Bottle,2,2015-08-02
102222,10008,Bottle,1,2015-08-02
102169,10008,Bottle,1,2015-08-03
102252,10008,Bottle,2,2015-08-04
102156,10008,Bottle,2,2015-08-05
102383,10008,Bottle,1,2015-08-05
102434,10008,Bottle,2,2015-08-05
102279,10008,Bottle,1,2015-08-05
102372,10008,Bottle,1,2015-08-07
102274,10008,Bottle,1,2015-08-07
102299,10008,Bottle,2,2015-08-07
102355,10008,Bottle,2,2015-08-08
102044,10008,Bottle,1,2015-08-09
102129,10008,Bottle,2,2015-08-09
102084,10008,Bottle,2,2015-08-12
102140,10008,Bottle,2,2015-08-13
102327,10008,Bottle,1,2015-08-14
102420,10008,Bottle,2,2015-08-14
102416,10008,Bottle,1,2015-08-14
102103,10008,Bottle,1,2015-08-14
102141,10008,Bottle,1,2015-08-15
102112,10008,Bottle,1,2015-08-16
102082,10008,Bottle,1,2015-08-18
102189,10008,Bottle,1,2015-08-19
102132,10008,Bottle,2,2015-08-20
102203,10008,Bottle,1,2015-08-23
102429,10008,Bottle,1,2015-08-24
102435,10008,Bottle,1,2015-08-25
